"Title","URL handle","Description","Vendor","Product category","Type","Tags","Published on online store","Status","SKU","Barcode","Option1 name","Option1 value","Option2 name","Option2 value","Option3 name","Option3 value","Price","Compare-at price","Cost per item","Charge tax","Weight value (grams)","Weight unit for display","Requires shipping","Fulfillment service","Collection","product.metafields.spartan.department","product.metafields.spartan.spec_available_colours","product.metafields.spartan.spec_average_gross_unit_weight_kg","product.metafields.spartan.spec_average_net_unit_weight_kg","product.metafields.spartan.spec_box_dimensions_l_x_w_x_h_m","product.metafields.spartan.spec_brand","product.metafields.spartan.spec_cable_size_in","product.metafields.spartan.spec_capacity","product.metafields.spartan.spec_carton_size","product.metafields.spartan.spec_certification_standard","product.metafields.spartan.spec_colour","product.metafields.spartan.spec_compatibility","product.metafields.spartan.spec_dimensions","product.metafields.spartan.spec_dimensions_in","product.metafields.spartan.spec_end_fitting_type","product.metafields.spartan_erp.material_code","product.metafields.spartan_erp.product_group","product.metafields.spartan.spec_eu_size","product.metafields.spartan.spec_grade","product.metafields.spartan.spec_handle_type","product.metafields.spartan.spec_height","product.metafields.spartan.spec_hole_diameter","product.metafields.spartan.spec_inside_diameter_in","product.metafields.spartan.spec_length","product.metafields.spartan.spec_material","product.metafields.spartan.spec_net_buoyancy","product.metafields.spartan.spec_notes","product.metafields.spartan.spec_outside_diameter_in","product.metafields.spartan.spec_outside_diameter_after_swage_in","product.metafields.spartan.spec_ply","product.metafields.spartan.spec_shank_x_diameter_in","product.metafields.spartan.spec_size","product.metafields.spartan.spec_size_in","product.metafields.spartan.spec_size_length_mm","product.metafields.spartan.spec_size_number","product.metafields.spartan.spec_standard_tap_size_in","product.metafields.spartan.spec_stock_size_in","product.metafields.spartan.spec_strand","product.metafields.spartan.spec_strength","product.metafields.spartan_erp.supplier_type_code","product.metafields.spartan.spec_take_up_length_j_length_in","product.metafields.spartan.spec_temperature_limit_if_applicable","product.metafields.spartan.spec_thread_size","product.metafields.spartan.spec_torque_specification_ft_lb","product.metafields.spartan.spec_volume","product.metafields.spartan.spec_wattage","product.metafields.spartan.spec_width","product.metafields.spartan.spec_working_load_limit","product.metafields.spartan.spec_working_load_limit_lb","product.metafields.spartan.spec_working_load_limit_ton"
"TWINE 3.0MM POLY E BRAIDED ORANGE","twine-3-0mm-poly-e-braided-orange-t3mmpebos","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T3MMPEBOS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 3.0MM POLY E BRAIDED YELLOW","twine-3-0mm-poly-e-braided-yellow-t3mmpebys","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T3MMPEBYS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 3MM POLY E BRAIDED RED","twine-3mm-poly-e-braided-red-t3mmpebrs","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T3MMPEBRS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 4.0MM NYLON BRAIDED WHITE","twine-4-0mm-nylon-braided-white-t4mmnbwas","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T4MMNBWAS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 4.0MM POLY E BRAIDED BLUE","twine-4-0mm-poly-e-braided-blue-t4mmpebbs","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T4MMPEBBS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 4.0MM POLY E BRAIDED GREEN","twine-4-0mm-poly-e-braided-green-t4mmpebgs","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T4MMPEBGS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 4.0MM POLY E BRAIDED ORANGE","twine-4-0mm-poly-e-braided-orange-t4mmpebos","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T4MMPEBOS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 4.0MM POLY E BRAIDED RED","twine-4-0mm-poly-e-braided-red-t4mmpebrs","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T4MMPEBRS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 4.0MM POLY E BRAIDED YELLOW","twine-4-0mm-poly-e-braided-yellow-t4mmpebys","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T4MMPEBYS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 4.5 MM POLY E BRAIDED ORANGE","twine-4-5-mm-poly-e-braided-orange-t4-5mmpebos","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T4.5MMPEBOS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 4MM NYLON BRAIDED BLACK","twine-4mm-nylon-braided-black-t4mmnbbks","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T4MMNBBKS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 5.0MM NYLON BRAIDED WHITE","twine-5-0mm-nylon-braided-white-t5mmnbws","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T5MMNBWS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 5.0MM POLY E BRAIDED ORANGE","twine-5-0mm-poly-e-braided-orange-t5mmpebos","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T5MMPEBOS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 5.5MM POLY E BRAIDED GREEN","twine-5-5mm-poly-e-braided-green-t5-5mmpebgc","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T5.5MMPEBGC","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 6.0MM NYLON BRAIDED WHITE","twine-6-0mm-nylon-braided-white-t6mmnbws","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T6MMNBWS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 6.0MM POLY E BRAIDED GREEN","twine-6-0mm-poly-e-braided-green-t6mmpebgs","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T6MMPEBGS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 6.0MM POLY E BRAIDED ORANGE","twine-6-0mm-poly-e-braided-orange-t6mmpebos","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T6MMPEBOS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE # 6 NYLON BROWNELL TWISTED GREEN","twine-6-nylon-brownell-twisted-green-t06ntgb","<table><tbody><tr><th>Colour</th><td>Green</td></tr></tbody></table>","BADINOTTI NET SERVICE CANADA","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, BADINOTTI NET SERVICE CANADA","false","draft","T06NTGB","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","Green","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE 8.0MM NYLON BRAIDED WHITE","twine-8-0mm-nylon-braided-white-t8mmnbws","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T8MMNBWS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE # 9 NYLON BROWNELL TWISTED GREEN","twine-9-nylon-brownell-twisted-green-t09ntgb","<table><tbody><tr><th>Colour</th><td>Green</td></tr></tbody></table>","BADINOTTI NET SERVICE CANADA","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, BADINOTTI NET SERVICE CANADA","false","draft","T09NTGB","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","Green","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE # 9 NYLON BROWNELL TWISTED WHITE","twine-9-nylon-brownell-twisted-white-t09ntwb","<table><tbody><tr><th>Colour</th><td>White</td></tr></tbody></table>","BADINOTTI NET SERVICE CANADA","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, BADINOTTI NET SERVICE CANADA","false","draft","T09NTWB","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE # 12 NYLON BRAIDED GOLD","twine-12-nylon-braided-gold-t12nbgds","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T12NBGDS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE # 12 NYLON BROWNELL TWISTED BROWN","twine-12-nylon-brownell-twisted-brown-t12btbrb","<table><tbody><tr><th>Colour</th><td>Brown</td></tr></tbody></table>","BADINOTTI NET SERVICE CANADA","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, BADINOTTI NET SERVICE CANADA","false","draft","T12BTBRB","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","Brown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE # 12 NYLON BROWNELL TWISTED GREEN","twine-12-nylon-brownell-twisted-green-t12ntgn","<table><tbody><tr><th>Colour</th><td>Green</td></tr></tbody></table>","BADINOTTI NET SERVICE CANADA","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, BADINOTTI NET SERVICE CANADA","false","draft","T12NTGN","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","Green","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE #15 NYLON BRAIDED BLACK & TARRED","twine-15-nylon-braided-black-tarred-t15bnbbktars","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T15BNBBKTARS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE # 15 NYLON BRAIDED GOLD","twine-15-nylon-braided-gold-t15nbgds","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T15NBGDS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE # 15 NYLON BROWNELL TWISTED BROWN","twine-15-nylon-brownell-twisted-brown-t15ntbrb","<table><tbody><tr><th>Colour</th><td>Brown</td></tr></tbody></table>","BADINOTTI NET SERVICE CANADA","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, BADINOTTI NET SERVICE CANADA","false","draft","T15NTBRB","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","Brown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE # 15 NYLON BROWNELL TWISTED GREEN","twine-15-nylon-brownell-twisted-green-t15ntgb","<table><tbody><tr><th>Colour</th><td>Green</td></tr></tbody></table>","BADINOTTI NET SERVICE CANADA","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, BADINOTTI NET SERVICE CANADA","false","draft","T15NTGB","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","Green","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE # 15 NYLON BROWNELL TWISTED WHITE","twine-15-nylon-brownell-twisted-white-t15ntwb","<table><tbody><tr><th>Colour</th><td>White</td></tr></tbody></table>","BADINOTTI NET SERVICE CANADA","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, BADINOTTI NET SERVICE CANADA","false","draft","T15NTWB","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE #18 COTTON MEDIUM LAID ON TUBE","twine-18-cotton-medium-laid-on-tube-48-180-16","<table><tbody><tr><th>Colour</th><td>Natural</td></tr></tbody></table>","CANCORD ROPES INC","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, CANCORD ROPES INC","false","draft","48-180-16","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","Natural","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWINE #18 NYLON BRAIDED BLACK & TARRED","twine-18-nylon-braided-black-tarred-t18bnbbktars","","SEA MASTER ENTERPRISE CO LTD","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, SEA MASTER ENTERPRISE CO LTD","false","draft","T18BNBBKTARS","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
